"rig","well","event","remark","startTime","endTime","count_HR","historian"
125,"COP WT 2624 22H","Downtime - Drawworks","Downtime - Drawworks,TROUBLESHOOT PLC/ENCODER PROBLEMS,CIRCULATE THROUGH",2016-03-09 22:00:05,2016-03-10 02:59:55,4.7,""
148,"Progress HZ Graham c-H79-G/94-B-08","Downtime - Drawworks","DRAWWORKS HYDRAULIC PUMP FAULT",2015-07-15 08:15:05,2015-07-15 11:59:55,3.8,"Yes"
153,"Progress HZ Graham a-A45-L/94-B-8","Downtime - Drawworks","DOWNTIME - DRAWWORKS TROUBLE SHOOT AFTER BLACK OUT",2016-01-13 18:07:05,2016-01-13 21:59:55,3.7,""
676,"MOSAIC ESTERHAZY K2 GROUT 92-9 12-9-19-32","Downtime - Drawworks","REPAIR HOISTING CLUTCH ON DRAWWORKS(LOCK OUTS USED)",2016-04-11 12:00:05,2016-04-11 14:59:55,3,""
676,"MOSAIC ESTERHAZY K2 GROUT 92-9 12-9-19-32","Downtime - Drawworks","REPAIR HOISTING CLUTCH ON DRAWWORKS",2016-04-11 09:00:05,2016-04-11 11:59:55,2.7,""
142,"Progress Hz Town d-B75-J/94-B-16","Downtime - Drawworks","DOWNTIME - DRAWWORKS",2016-02-26 16:45:05,2016-02-26 19:14:55,2.2,""
141,"CVE FCCL E26P08 FISHER 5-28-70-3","Downtime - Drawworks","TROUBLE SHOOT DRAWWORK ( REPAIR DAMAGED POWER CORD )",2016-03-11 13:45:05,2016-03-11 15:44:55,2,""
125,"COP WT 2624 22H","Downtime - Drawworks","Downtime - Drawworks WORK ON COMMS",2016-03-03 21:05:45,2016-03-03 22:59:55,1.9,""
152,"SPAUR 10T-201","Downtime - Drawworks","Downtime - Drawworks/TROUBLE SHOOT DRAWWORKS/CAN COME DOWN BUT CAN'T HOIST",2016-03-11 03:15:05,2016-03-11 04:59:55,1.8,"Prior"
144,"CHEVRON HZ 102 KAYBOBS 6-26-61-20","Downtime - Drawworks","DOWNTIME - TROUBLE SHOOT DRAWWORKS",2016-04-08 05:15:05,2016-04-08 06:44:55,1.3,""
161,"LOLOFF FARMS 26G-432","Downtime - Drawworks","Downtime - DrawworksTROUBLESHOOT DRAWWORKS, COMMUNICATION TO DRAWWORKS",2016-03-03 00:08:15,2016-03-03 01:29:55,1.1,"Yes"
555,"BIR 4-8 HZ PCOUPES 5-7-77-12","Downtime - Drawworks","DOWNTIME - DRAWWORKS- TROUBLE SHOOT EATON BRAKE/CROWN SAVER- REMOVE/CLEAN /REPLACE SHUTTLE VALVES FOR EATON BRAKE",2016-03-17 11:45:05,2016-03-17 12:29:55,0.8,""
141,"CVE FCCL E26P04 FISHER 1-29-70-3","Downtime - Drawworks","DOWNTIME - DRAWWORKS FAIL TO HOIST, TROUBLE SHOOT AND CORRECT ISSUE",2016-04-03 11:30:05,2016-04-03 11:59:55,0.5,""
161,"LOLOFF FARMS 26H-312","Downtime - Drawworks","Downtime - Drawworks/RESTORE COMMUNICATION TO DRAWWORKS",2016-03-21 10:00:05,2016-03-21 10:29:55,0.5,"Yes"
161,"LOLOFF FARMS 26G-432","Downtime - Drawworks","Downtime -TROUBLESHOOT DWKS LOWERING SLOW, (RESET PLC,RECALIBRETE BLOCK HIGHT)",2016-03-06 11:00:05,2016-03-06 11:29:55,0.5,"Yes"
162,"GEE 848-23H","Downtime - Drawworks","TROUBLE SHOOT DRAWWORKS DRIVE/VFD",2016-04-30 14:00:05,2016-04-30 14:29:55,0.5,"Yes"
970,"DURHAM DOWNS #9","Downtime - Drawworks","DRAWWORKS HI-TEMP FAULTS",2016-04-03 21:30:05,2016-04-03 21:59:55,0.5,""
133,"ECA CRP HZ TOWER B5-1-81-18","Downtime - Directional Equipment","TROUBLE SHOOT MWD TOOL",2016-04-10 23:30:05,2016-04-11 00:29:55,1,""
162,"GEE 848-22H","Downtime - Directional Equipment","AIR COMPRESSOR",2016-04-02 05:00:05,2016-04-02 05:58:55,1,"Yes"
153,"Progress HZ Graham a-B45-L/94-B-8","Downtime - Catwalk","DOWNTIME - CATWALK (ORGANIZE & GENERAL REPAIRS AROUND RIG, INSTALL DRILL SPOOL ON NEXT CASING BOWL)",2016-01-01 00:00:05,2016-01-01 07:44:55,7.8,""
153,"Progress HZ Graham a-B45-L/94-B-8","Downtime - Catwalk","DOWNTIME - CATWALK",2015-12-31 19:00:05,2015-12-31 23:59:55,5,""
153,"Progress HZ Graham a-B45-L/94-B-8","Downtime - Catwalk","DOWNTIME - CATWALK GREASE CROWN,SWIVEL PACKING,STRAP PIPE",2015-12-31 15:15:05,2015-12-31 18:44:55,3.5,""
153,"Progress HZ Graham a-B45-L/94-B-8","Downtime - Catwalk","DOWNTIME - CATWALK ASSIST CANRIG TECK CLEAN ORGANIZE RIG",2016-01-01 08:00:05,2016-01-01 11:29:55,3.5,""
971,"SPHALERITE #1","Downtime - Catwalk","REPLACE CAN RIG SKATE CABLE",2016-04-03 04:00:05,2016-04-03 06:44:55,2.8,""
66,"CHEVRON WOODSIDE HZ LA JOLIE B-E003-K/094-0-12","Downtime - Catwalk","DOWNTIME - CATWALK",2016-03-23 04:30:05,2016-03-23 07:14:55,2.5,""
153,"Progress HZ Graham a-B45-L/94-B-8","Downtime - Catwalk","DOWNTIME - CATWALK (REPAIR HOSE & TRACK)",2015-12-28 23:00:05,2015-12-29 00:59:55,2,""
153,"Progress HZ Graham a-B45-L/94-B-8","Downtime - Catwalk","DOWNTIME - CATWALK REPLACE 2 BLOWN HOSES",2016-01-11 09:00:05,2016-01-11 10:59:55,2,""
133,"ECA CRP HZ TOWER 5-1-81-18","Downtime - Catwalk","DOWNTIME - CATWALK,TROUBLE SHOOT HYDRAULIC CATWALK COOLING FAN",2016-03-18 15:45:05,2016-03-18 16:44:55,1,""
148,"Progress HZ Graham c-H79-G/94-B-08","Downtime - Catwalk","DOWNTIME - CATWALK",2016-01-21 02:45:05,2016-01-21 03:44:55,1,"Yes"
773,"SUGG A 171-174 (ALLOC-H) 8NU","Downtime - Catwalk","TROUBLE SHOOT SKATE ON CATWALK.",2016-04-17 02:00:05,2016-04-17 02:59:55,1,"Yes"
153,"Progress HZ Graham a-B45-L/94-B-8","Downtime - Catwalk","DOWNTIME - CATWALK FIX HOSE",2015-12-28 22:00:05,2015-12-28 22:44:55,0.8,""
966,"SPRING GULLY 465","Downtime - Carriers and Trailers","Downtime - DAMAGED HANDRAIL, BARICADE OFF RIG FLOOR WRITE JSA & REPAIR HANDRAIL",2016-03-29 13:30:05,2016-03-29 14:59:55,1.5,""
161,"LOLOFF FARMS 26G-232","Downtime - BOP/choke","C/O DOUBLE GATE/PULL PLATFORM & ANNULAR/C/O KOOMEY FITTINGS",2016-03-13 18:43:55,2016-03-14 01:59:55,7.3,"Yes"
950,"RM 12-04-2","Downtime - BOP/choke","Downtime - BOP/choke ,ATTEMPT BOP SHELL/CONNECTION TEST, TEST FAILED",2016-04-18 18:30:05,2016-04-18 23:58:55,5.5,""
587,"PORTER 39-A","Downtime - BOP/choke","(BAG DID NOT TEST)NIPPLE DOWN BAG/INSTALL NEW BAG",2015-12-14 05:30:05,2015-12-14 10:59:55,5.3,""
153,"Progress HZ Graham a-B45-L/94-B-8","Downtime - BOP/choke","DOWNTIME - TROUBLE SHOOT ACCUM",2015-12-31 07:00:05,2015-12-31 10:59:55,3.8,""
152,"SPAUR 10Q-401","Downtime - BOP/choke","Downtime - BOP-REPLACE PIPE RAMS RUBBER SEALS",2016-04-01 02:30:05,2016-04-01 05:58:55,3.5,"Yes"
587,"PORTER 39-A","Downtime - BOP/choke","Downtime - ACCUMULATOR (LEAKING REGULATOR VALVE)",2015-12-26 07:00:05,2015-12-26 10:29:55,3.5,""
148,"Progress HZ Graham c-H79-G/94-B-08","Downtime - BOP/choke","NIPPLE UP ANNULAR AND INSTALL CATCH CAN & FLOW LINE",2015-12-21 18:45:05,2015-12-21 21:44:55,3,"Yes"
162,"GEE 848-22H","Downtime - BOP/choke","RETEST THE ANNULAR DUE TO CROSSED LINES/FIX HYD FITTING/CROSSED HYD LINES",2016-03-05 20:30:05,2016-03-05 22:59:55,2.5,"Yes"
144,"CHEVRON HZ 102 KAYBOBS 6-26-61-20","Downtime - BOP/choke","REPLACE UPPER PIPE RAM DOOR SEALS",2016-04-04 20:00:05,2016-04-04 21:59:55,2,""
152,"SPAUR 10Q-401","Downtime - BOP/choke","Downtime - BOP/choke-REPLACE PIPE RAMS",2016-04-01 06:00:05,2016-04-01 06:59:55,1,"Yes"
950,"RM 12-04-2","Downtime - BOP/choke","Downtime-BOP/choke,CHANGE OUT SEAT/GATE 2'' KILL VALVE,BLEED OUT AIR, FILL STACK",2016-04-19 00:00:05,2016-04-19 00:59:55,1,""
148,"Progress HZ Graham c-H79-G/94-B-08","Downtime - BOP/choke","NIPPLE DOWN ROTAING EQUIPMENT, FLOW LINE, CATCH TRAY AND PREP TO CHANGE OUT BOP ANNULAR",2015-12-21 18:00:05,2015-12-21 18:29:55,0.5,"Yes"
587,"PORTER 39-A","Downtime - BOP/choke","TEST B.O.P. TEST#9 ANNULAR T/300PSI LOW 3600PSI HIGH (TEST HELD)",2015-12-14 12:00:05,2015-12-14 12:29:55,0.5,""
141,"CVE FCCL E26P09 FISHER 12-28-70-3","Downtime - BOP/choke","WAIT ON NEW HCR VALVE, BLOW TOP DRIVE & REMOVE HCR VALVE",2016-03-17 03:00:05,2016-03-17 03:14:55,0.2,""
162,"GEE 848-22H","Downtime - Air Systems","Downtime - Air Systems TROUBLESHOOT AIR COMPRESSER",2016-04-02 06:00:05,2016-04-02 07:59:55,2,"Yes"
135,"CHESTNUT 21Q-321","Downtime - Air Systems","Downtime - Air Systems, AIR COMPRESSOR",2016-03-29 01:00:05,2016-03-29 01:44:55,0.8,"Yes"
